Counter|Date/time|Latitude|Longitude|Temperature|Humidity|MagX|MagY|MagZ|Pitch|Roll|Yaw|X_Acc|Y_Acc|Z_Acc
1|2022-05-14 04:59:04,841927|30,130772160920248|-134,66429558987582|45,41|21,17|9,53|3,26|3,12|343,058|58,155|6,762|0,018|0,043|0,027
2|2022-05-14 04:59:15,378018|30,60683079513631|-134,14174295291116|45,11|20,35|28,19|9,64|9,8|343,441|57,31|6,323|0,014|0,041|0,026
3|2022-05-14 04:59:25,942510|31,081605041353768|-133,61225539187046|45,5|20,03|37,66|13,12|13,45|343,225|56,679|6,653|0,016|0,042|0,025
4|2022-05-14 04:59:36,494934|31,553246256776582|-133,07766436498838|44,75|21,15|42,5|15,05|15,56|345,985|59,136|7,878|0,015|0,042|0,026
5|2022-05-14 04:59:47,043976|32,022067267897086|-132,53741807938596|45,64|20,95|44,74|15,91|16,47|346,29|59,55|7,562|0,02|0,042|0,026
6|2022-05-14 04:59:57,603760|32,48862514211857|-131,9906442033715|45,04|20,63|46,23|16,19|17,8|347,32|60,455|8,443|0,014|0,043|0,025
7|2022-05-14 05:00:08,147489|32,95163953257777|-131,4386252568447|44,81|19,49|47,03|16,39|18,36|347,135|61,299|7,679|0,02|0,042|0,026
8|2022-05-14 05:00:18,697250|33,41203094225932|-130,8800474560366|45,11|20,86|47,19|16,5|18,3|345,51|61,133|9,071|0,017|0,041|0,025
9|2022-05-14 05:00:29,256939|33,869899249699955|-130,31453102514308|44,82|20,64|47,47|16,25|18,44|346,048|62,758|9,448|0,021|0,042|0,026
10|2022-05-14 05:00:39,817602|34,32470584208229|-129,74248538897913|45,57|20,72|47,46|16,31|18,69|346,392|63,43|9,478|0,018|0,041|0,025
11|2022-05-14 05:00:50,374070|34,77614655819095|-129,16405480948578|45,59|21,2|47,53|16,42|19,44|346,44|63,095|10,667|0,022|0,041|0,025
12|2022-05-14 05:01:00,927285|35,22423504532435|-128,5789831596952|45,23|19,82|47,49|16,19|19,48|346,969|63,837|9,316|0,02|0,041|0,028
13|2022-05-14 05:01:11,481927|35,66905817579543|-127,98690354884243|45,68|20,74|47,28|16,37|19,9|347,424|64,237|10,234|0,019|0,041|0,029
14|2022-05-14 05:01:22,042648|36,110732200127856|-127,38738753628716|45,14|21,01|46,85|16,34|20,29|348,274|64,834|11,136|0,016|0,041|0,028
15|2022-05-14 05:01:32,597033|36,54858143769399|-126,78108790501595|45,52|20,43|46,84|16,35|20,59|348,047|64,198|12,883|0,019|0,041|0,026
16|2022-05-14 05:01:43,150799|36,982831200371|-126,1674338710697|45,39|20,13|46,87|16,25|20,88|347,545|64,507|13,259|0,02|0,041|0,025
17|2022-05-14 05:01:53,705185|37,4133942544037|-125,54627095401011|45,05|19,37|46,85|16,15|21,62|346,493|64,381|12,724|0,02|0,042|0,028
18|2022-05-14 05:02:04,259713|37,84015034934044|-124,91748981482502|45,05|20,56|46,8|16,17|22,19|346,538|63,88|13,74|0,021|0,042|0,026
19|2022-05-14 05:02:14,805888|38,262670733233826|-124,2814505830012|44,82|20,35|46,66|16,23|22,2|345,976|63,614|14,188|0,016|0,042|0,027
20|2022-05-14 05:02:25,358211|38,68141951962448|-123,63716633625265|44,97|21,26|46,31|16,32|22,7|345,667|63,437|14,121|0,014|0,043|0,028
21|2022-05-14 05:02:35,921911|39,096531236900276|-122,98409477185298|44,89|20,7|46,13|16,22|22,68|346,988|64,034|14,146|0,019|0,041|0,028
22|2022-05-14 05:02:46,475534|39,50695549235514|-122,32358298247975|45,04|20,56|45,87|16,21|23,24|346,602|64,803|14,768|0,019|0,042|0,027
23|2022-05-14 05:02:57,026887|39,91300141721849|-121,65485106941811|44,91|20,73|46,0|16,15|23,92|346,452|65,247|15,107|0,016|0,041|0,026
24|2022-05-14 05:03:07,583321|40,31475226157675|-120,97744018397353|44,73|20,84|45,92|16,19|24,46|346,551|65,008|16,383|0,015|0,042|0,026
25|2022-05-14 05:03:18,145887|40,71217759883089|-120,29105656248954|45,05|19,94|45,84|16,05|24,78|347,05|67,458|15,978|0,019|0,042|0,027
26|2022-05-14 05:03:28,699185|41,10456890019954|-119,59660401241644|44,68|22,24|45,79|15,81|25,09|347,115|66,987|16,988|0,02|0,041|0,026
27|2022-05-14 05:03:39,253555|41,49219681362724|-118,89329151343435|45,07|20,18|45,54|15,73|25,37|347,27|66,272|17,276|0,019|0,041|0,028
28|2022-05-14 05:03:49,806593|41,87484393013879|-118,18117758332434|44,7|19,96|45,51|15,5|25,26|347,715|66,74|18,337|0,018|0,042|0,027
29|2022-05-14 05:04:00,354393|42,25225431607105|-117,46041395243141|44,93|21,6|45,03|15,38|25,63|347,193|66,734|18,171|0,014|0,043|0,026
30|2022-05-14 05:04:10,900542|42,624427931433104|-116,73067272238978|44,91|20,53|44,82|15,33|25,86|345,725|66,129|17,119|0,021|0,041|0,024
31|2022-05-14 05:04:21,461077|42,991802196115344|-115,99070905023672|45,2|21,58|44,88|15,24|26,77|345,784|65,404|17,524|0,017|0,041|0,026
32|2022-05-14 05:04:32,008238|43,353270649639505|-115,24239185725024|44,86|21,1|44,64|15,21|27,14|346,339|66,987|17,525|0,022|0,042|0,028
33|2022-05-14 05:04:42,567909|43,70959579000569|-114,48378301410526|44,7|20,9|44,59|15,14|27,56|344,708|67,016|17,924|0,018|0,041|0,029
34|2022-05-14 05:04:53,130306|44,06029617726583|-113,71549397082158|44,95|20,94|44,47|14,98|27,82|345,114|67,82|17,073|0,014|0,042|0,028
35|2022-05-14 05:05:03,678444|44,40467796289466|-112,93871011658848|44,7|20,9|44,18|14,82|28,06|343,766|68,317|17,071|0,021|0,041|0,024
36|2022-05-14 05:05:14,232153|44,743261712172746|-112,15191022773277|44,79|21,37|44,0|15,14|28,27|343,892|66,771|17,118|0,019|0,041|0,026
37|2022-05-14 05:05:24,784995|45,07571417901258|-111,35547150857556|44,98|21,9|44,16|14,77|28,26|343,606|66,614|18,1|0,02|0,042|0,028
38|2022-05-14 05:05:35,345260|45,40211760493109|-110,54878980898214|44,91|21,53|43,81|14,78|28,4|342,438|66,645|18,076|0,018|0,04|0,027
39|2022-05-14 05:05:45,900015|45,72190684220172|-109,73287320363308|44,93|20,84|43,72|15,15|28,84|342,155|65,078|19,06|0,019|0,041|0,027
40|2022-05-14 05:05:56,451950|46,03511091504306|-108,90728599618537|45,41|20,69|43,39|15,28|29,04|341,423|63,334|20,496|0,021|0,042|0,026
41|2022-05-14 05:06:07,011955|46,34180408110969|-108,07141824696971|45,46|20,44|42,99|14,8|29,85|341,859|63,831|19,547|0,02|0,041|0,027
42|2022-05-14 05:06:17,571360|46,641652207135344|-107,22575734626999|45,27|22,1|42,76|14,77|30,27|343,279|65,128|20,634|0,016|0,041|0,025
43|2022-05-14 05:06:28,115476|46,934083283623394|-106,37158052924158|44,97|19,93|42,21|14,83|29,78|343,352|64,56|21,638|0,02|0,041|0,027
44|2022-05-14 05:06:38,669859|47,21966058625309|-105,50686376562295|45,05|20,68|42,01|14,86|29,63|343,177|64,691|21,969|0,022|0,042|0,028
45|2022-05-14 05:06:49,223655|47,497940764121566|-104,63250340670888|44,88|21,17|41,89|14,73|29,78|343,484|63,126|24,759|0,02|0,042|0,027
46|2022-05-14 05:06:59,778009|47,76879615600352|-103,74849643128567|44,65|19,8|41,55|14,67|30,36|343,52|63,754|25,725|0,018|0,041|0,029
47|2022-05-14 05:07:10,331433|48,032050483107966|-102,85501471720387|44,98|20,72|41,28|14,62|30,44|343,071|63,052|25,779|0,017|0,043|0,027
48|2022-05-14 05:07:20,887290|48,287635977132325|-101,95187330334056|45,39|20,68|41,02|14,46|30,76|343,37|63,643|27,739|0,016|0,041|0,026
49|2022-05-14 05:07:31,473030|48,53603345078765|-101,03679488235795|45,45|21,03|40,82|14,19|31,37|343,975|63,825|28,398|0,019|0,041|0,027
50|2022-05-14 05:07:42,019839|48,77549313934106|-100,11586735736336|44,63|19,81|40,74|14,49|31,89|342,531|63,286|29,214|0,015|0,044|0,024
51|2022-05-14 05:07:52,572980|49,00694181266476|-99,18530383716654|44,82|22,06|40,58|14,45|31,77|341,415|62,999|29,754|0,014|0,042|0,028
52|2022-05-14 05:08:03,115861|49,22988611880984|-98,24670042203877|45,41|20,79|40,35|14,42|31,89|341,289|62,237|29,331|0,021|0,041|0,025
53|2022-05-14 05:08:13,673956|49,44468302018848|-97,29812069560532|45,43|21,89|40,03|14,25|31,79|341,77|62,959|28,028|0,022|0,041|0,025
54|2022-05-14 05:08:24,229012|49,65083483674772|-96,34128475428514|45,25|20,8|39,82|13,8|32,29|341,238|62,449|26,817|0,021|0,042|0,025
55|2022-05-14 05:08:34,778105|49,84816681962661|-95,37665884542206|45,11|19,02|39,34|13,94|32,58|340,952|62,455|27,58|0,021|0,042|0,026
56|2022-05-14 05:08:45,334486|50,03678914317371|-94,40328829330653|44,5|20,58|38,86|13,92|32,91|340,604|62,804|28,136|0,021|0,042|0,027
57|2022-05-14 05:08:55,887072|50,21637661574314|-93,42241861343174|45,02|22,26|38,61|13,92|32,98|341,292|62,783|28,899|0,019|0,041|0,027
58|2022-05-14 05:09:06,428455|50,386668523097754|-92,43520334657796|44,81|21,57|38,34|13,74|32,75|342,147|62,039|30,481|0,019|0,042|0,027
59|2022-05-14 05:09:16,985053|50,548010476586505|-91,43920707949795|45,48|21,43|37,8|13,32|33,03|341,901|61,606|31,389|0,016|0,041|0,027
60|2022-05-14 05:09:27,542598|50,700004207709775|-90,43634672825937|44,88|18,95|37,44|13,22|33,22|340,881|60,382|32,267|0,015|0,042|0,026
61|2022-05-14 05:09:38,092015|50,84246017673652|-89,42755048172877|44,97|20,39|37,35|13,24|33,18|340,792|59,785|33,27|0,015|0,041|0,025
62|2022-05-14 05:09:48,638722|50,97531957892776|-88,41296032624409|44,57|22,06|36,99|13,17|33,08|339,761|58,708|33,296|0,02|0,042|0,026
63|2022-05-14 05:09:59,202564|51,09874553201476|-87,39078936632596|44,56|20,07|36,56|13,19|33,24|338,915|57,076|34,199|0,018|0,04|0,026
64|2022-05-14 05:10:09,754624|51,212288182592786|-86,36430267993153|44,61|20,55|36,26|13,16|33,17|338,865|57,941|33,49|0,019|0,041|0,026
65|2022-05-14 05:10:20,302964|51,31596794696572|-85,33314094281089|45,32|21,13|35,98|12,88|33,07|340,269|56,935|33,98|0,018|0,043|0,028
66|2022-05-14 05:10:30,865916|51,40987103222361|-84,29590701069401|44,59|21,54|35,82|12,53|32,94|341,102|55,949|33,12|0,02|0,041|0,027
67|2022-05-14 05:10:41,418147|51,493690186947745|-83,25555646172062|44,79|19,51|35,57|12,47|32,76|341,753|55,785|34,026|0,02|0,041|0,027
68|2022-05-14 05:10:51,958868|51,56738834805886|-82,21258009796226|44,59|20,1|35,37|12,27|32,47|341,413|56,281|34,951|0,016|0,042|0,026
69|2022-05-14 05:11:02,518463|51,631105328455895|-81,16447385160917|44,79|22,31|35,23|12,37|32,1|341,489|54,424|34,321|0,015|0,042|0,026
70|2022-05-14 05:11:13,066870|51,68460146343039|-80,11461908239146|45,23|20,64|34,86|12,3|32,42|341,537|55,547|33,767|0,015|0,041|0,025
71|2022-05-14 05:11:23,625408|51,72793971832022|-79,06143160703807|45,41|20,3|34,47|12,25|32,78|339,961|54,431|34,992|0,013|0,043|0,027
72|2022-05-14 05:11:34,214157|51,76110894855573|-78,00338430077191|44,61|20,96|34,28|12,26|32,97|340,38|54,845|35,671|0,015|0,042|0,029
73|2022-05-14 05:11:44,760319|51,78387231691736|-76,94825938047028|45,14|21,12|34,19|12,41|32,03|340,052|54,658|36,753|0,016|0,041|0,026
74|2022-05-14 05:11:55,315300|51,7963725565879|-75,89135776950172|44,84|20,67|33,87|12,22|32,21|339,927|56,015|35,225|0,016|0,041|0,028
75|2022-05-14 05:12:05,867608|51,79857585080865|-74,83435658451359|44,88|19,24|33,75|12,09|32,62|339,869|55,446|34,668|0,018|0,041|0,027
76|2022-05-14 05:12:16,424430|51,79047906756202|-73,77704852886012|44,82|20,05|33,31|11,85|32,52|340,319|55,244|34,725|0,019|0,041|0,025
77|2022-05-14 05:12:26,976723|51,77209620581324|-72,7208559411646|45,29|20,64|32,89|11,81|32,58|339,594|56,083|35,575|0,02|0,041|0,025
78|2022-05-14 05:12:37,531655|51,74343183339155|-71,66552010189577|44,59|21,76|32,58|11,78|32,42|338,95|56,119|35,225|0,02|0,042|0,028
79|2022-05-14 05:12:48,091133|51,704494363867866|-70,61137833704026|44,75|21,16|32,31|11,61|32,28|338,434|56,141|34,605|0,02|0,041|0,026
80|2022-05-14 05:12:58,649917|51,655328492958745|-69,55942580380122|44,86|20,07|32,01|11,51|31,81|337,065|56,326|35,182|0,017|0,042|0,029
81|2022-05-14 05:13:09,205497|51,59599171362775|-68,51040426097192|44,61|20,77|31,8|11,29|31,66|337,335|56,635|35,001|0,018|0,042|0,026
82|2022-05-14 05:13:19,757401|51,52654479885542|-67,46483782876695|44,72|20,6|31,69|11,36|31,72|337,279|56,921|35,579|0,019|0,041|0,025
83|2022-05-14 05:13:30,322970|51,44691496748969|-66,42147672830994|45,46|20,94|31,61|11,2|31,81|337,278|57,126|36,809|0,014|0,043|0,024
84|2022-05-14 05:13:40,877068|51,35734826040889|-65,38321856611549|45,21|20,69|31,2|11,09|31,89|336,272|56,636|36,69|0,016|0,042|0,026
85|2022-05-14 05:13:51,422590|51,25792124063598|-64,35023939524709|44,93|20,85|30,67|11,23|31,64|336,862|56,059|37,156|0,021|0,042|0,028
86|2022-05-14 05:14:01,988710|51,148427161488364|-63,32018626808428|44,75|18,82|30,43|11,26|31,67|337,033|57,759|37,174|0,017|0,042|0,025
87|2022-05-14 05:14:12,474728|51,03005626021163|-62,30306182989975|44,59|20,83|30,08|10,95|31,48|337,293|57,517|38,107|0,02|0,041|0,023
88|2022-05-14 05:14:23,043839|50,901061238620905|-61,28352557731324|44,57|20,26|29,76|10,55|31,29|337,469|57,806|38,372|0,015|0,042|0,026
89|2022-05-14 05:14:33,587837|50,7627932427731|-60,27254183468422|44,49|20,31|29,62|10,51|31,13|337,241|58,549|37,281|0,02|0,04|0,025
90|2022-05-14 05:14:44,160964|50,614642569643905|-59,26528768115308|44,75|21,27|29,24|10,64|30,83|338,008|58,323|37,685|0,015|0,042|0,028
91|2022-05-14 05:14:54,710132|50,457421300333884|-58,26694987639814|44,73|20,48|29,13|10,33|30,89|338,75|56,892|38,659|0,018|0,041|0,027
92|2022-05-14 05:15:05,269301|50,290782071641615|-57,274805577371424|44,81|20,05|29,1|10,3|30,86|339,557|55,917|40,411|0,012|0,041|0,026
93|2022-05-14 05:15:15,816766|50,11517226753213|-56,29110786513737|45,0|21,59|28,72|9,86|30,39|338,381|56,183|40,194|0,02|0,042|0,026
94|2022-05-14 05:15:26,373072|49,93038460622438|-55,31427719930237|44,77|20,1|28,45|9,63|30,32|337,645|58,011|40,667|0,021|0,043|0,026
95|2022-05-14 05:15:36,933036|49,73662067767853|-54,34507610666023|44,52|20,24|28,11|9,66|29,81|337,866|55,756|41,886|0,015|0,041|0,026
96|2022-05-14 05:15:47,478830|49,53433590375798|-53,3853072190002|44,84|22,95|27,89|9,35|29,87|337,603|54,823|41,979|0,02|0,041|0,027
97|2022-05-14 05:15:58,032578|49,32327064057733|-52,43329233262275|44,59|20,87|27,68|9,24|29,71|337,776|54,64|42,237|0,021|0,041|0,024
98|2022-05-14 05:16:08,584210|49,10374646046834|-51,490112477892225|44,7|21,49|27,49|9,1|30,17|337,465|55,159|42,492|0,022|0,042|0,025
99|2022-05-14 05:16:19,149236|48,87558731415965|-50,554670069022265|45,11|20,95|27,35|8,88|29,94|338,411|55,067|42,721|0,021|0,041|0,026
100|2022-05-14 05:16:29,698255|48,63950421365261|-49,629463807388035|44,77|20,91|27,0|8,91|29,56|338,983|53,531|44,722|0,018|0,043|0,026
101|2022-05-14 05:16:40,257836|48,395138661000914|-48,712650673200905|44,68|19,91|26,88|8,91|29,03|338,351|53,063|44,895|0,02|0,042|0,023
102|2022-05-14 05:16:50,813533|48,14289532868496|-47,805374594062435|44,75|20,62|26,55|8,75|28,89|337,593|54,505|45,755|0,021|0,041|0,029
103|2022-05-14 05:17:01,367026|47,882918211921435|-46,907717727234754|44,54|19,73|26,54|8,57|28,66|337,309|53,703|46,586|0,022|0,043|0,023
104|2022-05-14 05:17:11,903006|47,61574005771249|-46,02101201600584|44,5|20,52|26,34|8,71|28,37|336,668|53,792|46,753|0,019|0,042|0,024
105|2022-05-14 05:17:22,466564|47,34036353443389|-45,14159157561813|44,75|21,11|26,18|8,6|28,17|336,223|54,832|45,398|0,014|0,041|0,025
106|2022-05-14 05:17:33,046036|47,05718347781432|-44,2705183392229|44,84|20,71|25,98|8,46|28,25|336,372|55,688|45,58|0,016|0,04|0,027
107|2022-05-14 05:17:43,600594|46,767463936121615|-43,41123477008588|44,81|20,51|25,86|8,47|27,81|336,48|55,376|45,277|0,019|0,042|0,024
108|2022-05-14 05:17:54,179560|46,469989189759936|-42,55972852977605|44,77|20,71|25,48|8,27|27,72|336,448|55,482|45,424|0,02|0,041|0,028
109|2022-05-14 05:18:04,728689|46,166439659810564|-41,72038726178986|44,72|20,95|25,27|8,02|27,44|336,308|54,564|46,561|0,018|0,043|0,028
110|2022-05-14 05:18:15,288067|45,85583007469695|-40,89000842609449|45,04|20,92|24,87|7,94|27,27|337,201|54,986|46,149|0,021|0,042|0,025
111|2022-05-14 05:18:25,836908|45,5389134592029|-40,07020998015488|45,09|20,23|24,62|7,7|27,2|337,662|55,747|46,195|0,014|0,042|0,028
112|2022-05-14 05:18:36,405026|45,21493238729028|-39,25867419427271|45,13|20,63|24,47|7,48|26,51|338,695|55,149|47,046|0,02|0,041|0,026
113|2022-05-14 05:18:46,949540|44,88535688766919|-38,45867877113702|44,41|21,86|24,26|7,25|26,45|339,046|56,92|46,518|0,02|0,041|0,026
114|2022-05-14 05:18:57,507745|44,54916363943021|-37,66731902444891|44,77|20,28|24,33|7,03|26,1|338,66|57,624|45,871|0,018|0,043|0,028
115|2022-05-14 05:19:08,068068|44,20684897520213|-36,885436740688405|44,38|21,71|24,36|7,04|25,85|338,36|59,254|44,086|0,02|0,041|0,029
116|2022-05-14 05:19:18,614599|43,85907744629062|-36,11413452220774|44,7|21,01|24,05|6,67|25,79|338,038|58,786|43,152|0,013|0,041|0,027
117|2022-05-14 05:19:29,166611|43,50536487999604|-35,35193893094988|45,0|21,5|23,71|6,47|25,33|338,239|56,987|43,01|0,015|0,042|0,025
118|2022-05-14 05:19:39,716944|43,146076768736215|-34,59928105829259|44,73|20,91|23,45|6,7|24,74|337,296|57,909|42,527|0,019|0,041|0,026
119|2022-05-14 05:19:50,267394|42,78128775936662|-33,85594933446931|44,54|21,34|23,31|6,61|24,44|336,533|57,748|42,865|0,02|0,041|0,026
120|2022-05-14 05:20:00,820767|42,41103109394767|-33,12166153533491|44,72|18,93|23,3|6,58|24,33|335,761|57,229|42,574|0,02|0,04|0,026
121|2022-05-14 05:20:11,392333|42,03488192430948|-32,39527985272989|45,09|18,88|23,03|6,23|24,16|335,106|58,543|42,296|0,015|0,043|0,027
122|2022-05-14 05:20:21,932428|41,6547546218962|-31,680115658700696|44,98|23,32|23,02|5,92|23,86|335,146|60,079|42,68|0,022|0,041|0,027
123|2022-05-14 05:20:32,493259|41,2688919138904|-30,972489666183492|44,59|19,44|23,02|5,93|23,71|335,987|58,42|43,168|0,019|0,04|0,026
124|2022-05-14 05:20:43,044295|40,87849479596468|-30,274295961559854|44,73|21,31|22,99|5,86|23,76|335,236|58,532|42,224|0,019|0,041|0,025
125|2022-05-14 05:20:53,598993|40,48325618128929|-29,58463625715724|44,73|20,53|22,91|5,85|23,65|335,36|57,768|43,48|0,018|0,04|0,027
126|2022-05-14 05:21:04,158581|40,083237581825784|-28,90330607022795|44,72|21,76|22,71|5,87|23,39|335,598|58,821|42,769|0,02|0,042|0,025
127|2022-05-14 05:21:14,717981|39,6786836853004|-28,230410307306105|45,13|21,13|22,36|5,8|23,04|335,161|59,027|43,262|0,016|0,043|0,027
128|2022-05-14 05:21:25,272333|39,26993021991319|-27,566180083682863|44,52|20,71|21,67|5,82|22,79|335,337|59,032|42,928|0,016|0,041|0,027
129|2022-05-14 05:21:35,826796|38,8569065350716|-26,9101772398501|44,63|21,73|21,24|5,73|22,38|335,779|58,899|42,637|0,02|0,042|0,027
130|2022-05-14 05:21:46,380712|38,439724392381336|-26,262272025697406|44,68|19,89|21,3|5,45|22,01|335,655|58,316|43,157|0,021|0,042|0,025
131|2022-05-14 05:21:56,935373|38,01845291114227|-25,62227195939822|45,21|20,82|21,07|5,21|21,98|335,824|55,516|44,884|0,019|0,042|0,026
132|2022-05-14 05:22:07,487986|37,59331627915252|-24,990219396173504|44,66|19,87|20,88|4,81|21,67|335,622|56,088|43,278|0,02|0,041|0,028
133|2022-05-14 05:22:18,033125|37,1646221199186|-24,366264064093187|44,57|20,71|20,75|4,56|21,44|335,889|55,779|45,302|0,015|0,041|0,028
134|2022-05-14 05:22:28,582231|36,73202763976028|-23,749616764932593|44,41|19,21|20,44|4,61|20,85|336,967|56,968|44,042|0,017|0,041|0,028
135|2022-05-14 05:22:39,136702|36,295561608906475|-23,14005654690109|44,57|20,96|20,05|4,83|20,92|335,982|55,828|44,113|0,017|0,041|0,025
136|2022-05-14 05:22:49,696741|35,8553011301155|-22,53743702824833|44,68|20,23|19,98|4,64|20,78|337,371|56,53|42,109|0,015|0,044|0,025
137|2022-05-14 05:23:00,250749|35,41182929003252|-21,942287531741336|44,61|20,51|19,95|4,53|20,19|337,285|57,905|41,021|0,013|0,042|0,027
138|2022-05-14 05:23:10,805427|34,964928210696215|-21,354045042981312|44,4|19,92|19,83|4,29|19,33|337,412|56,009|40,948|0,014|0,042|0,025
139|2022-05-14 05:23:21,356330|34,514942992118264|-20,77290124816301|44,49|20,87|19,31|4,26|19,23|337,04|56,118|42,427|0,015|0,041|0,026
140|2022-05-14 05:23:31,912183|34,06158300362073|-20,198228032604177|44,61|20,23|19,2|4,15|19,01|336,803|55,112|43,703|0,017|0,041|0,024
141|2022-05-14 05:23:42,471295|33,60494521658606|-19,62991350872266|45,05|20,57|19,28|3,83|19,12|337,578|54,989|45,066|0,018|0,043|0,024
142|2022-05-14 05:23:53,029377|33,14532284143738|-19,06808467078788|44,33|19,91|19,13|3,5|18,48|338,027|55,691|43,961|0,014|0,041|0,026
143|2022-05-14 05:24:03,581498|32,683023981893605|-18,512870906131397|45,18|21,2|18,87|3,49|18,25|337,518|56,994|43,199|0,012|0,042|0,029
144|2022-05-14 05:24:14,137841|32,217682863470486|-17,963597911869634|44,5|21,68|18,78|3,39|17,78|338,276|56,726|42,739|0,016|0,042|0,027
145|2022-05-14 05:24:24,692115|31,74964046259761|-17,420443783501586|44,68|20,61|18,61|3,23|17,57|338,369|57,064|41,182|0,018|0,042|0,025
146|2022-05-14 05:24:35,235260|31,27939961150541|-16,883752374362476|44,45|19,83|18,41|3,17|17,11|338,466|56,92|41,254|0,02|0,041|0,03
147|2022-05-14 05:24:45,797995|30,80565642043401|-16,35182767446181|44,49|19,98|18,42|3,11|16,72|338,363|55,401|41,152|0,018|0,041|0,025
148|2022-05-14 05:24:56,356848|30,329522894491586|-15,825723837541386|44,57|19,78|18,17|2,64|16,53|338,399|54,675|41,481|0,02|0,041|0,027
149|2022-05-14 05:25:06,915706|29,850869617699217|-15,305084610974088|45,04|19,9|18,03|2,73|16,07|339,046|52,947|41,508|0,014|0,041|0,028
150|2022-05-14 05:25:17,469018|29,370087685996033|-14,790123845526695|44,77|20,64|17,89|2,82|15,84|339,756|54,321|39,812|0,016|0,04|0,025
151|2022-05-14 05:25:28,024105|28,88686895531768|-14,28030581694408|44,4|21,21|17,68|2,55|14,58|339,564|55,033|40,211|0,018|0,041|0,027
152|2022-05-14 05:25:38,579377|28,40138874903463|-13,775620617923854|44,72|20,54|17,5|2,26|14,34|339,16|54,837|38,914|0,018|0,041|0,024
153|2022-05-14 05:25:49,132494|27,913784120883676|-13,276015714474392|45,21|20,12|17,32|2,33|14,24|339,979|56,738|38,659|0,017|0,041|0,025
154|2022-05-14 05:25:59,686954|27,42395617319204|-12,78120080474146|44,52|21,19|17,27|2,17|14,0|340,345|56,358|39,116|0,02|0,041|0,029
155|2022-05-14 05:26:10,234924|26,93233537024237|-12,291421436527079|44,33|22,0|17,0|2,1|13,39|339,162|56,909|38,126|0,017|0,041|0,028
156|2022-05-14 05:26:20,789008|26,438406942691888|-11,805983568225633|44,7|21,09|16,73|2,02|12,92|339,593|57,428|38,329|0,017|0,042|0,028
157|2022-05-14 05:26:31,338971|25,94270055017809|-11,32523244868325|44,57|20,72|16,48|1,85|12,34|340,244|59,842|37,645|0,014|0,042|0,027
158|2022-05-14 05:26:41,892002|25,44494554156503|-10,848730936065719|45,11|19,87|16,26|1,6|11,91|340,055|60,541|38,76|0,013|0,042|0,028
159|2022-05-14 05:26:52,450199|24,945081681468658|-10,376258365296989|45,18|19,87|16,28|1,36|11,79|339,419|60,692|39,426|0,015|0,041|0,029
160|2022-05-14 05:27:03,011441|24,44327419519823|-9,907810943962382|45,25|19,88|16,2|1,42|11,39|339,893|60,956|39,93|0,018|0,042|0,027
161|2022-05-14 05:27:13,589245|23,938941470745775|-9,442697366415675|44,7|20,9|16,13|1,36|10,82|339,759|59,838|39,579|0,015|0,042|0,028
162|2022-05-14 05:27:24,144046|23,43399347682754|-8,982513224297183|44,95|19,78|15,55|1,54|9,97|339,215|59,508|37,971|0,013|0,041|0,026
163|2022-05-14 05:27:34,697549|22,927488797180363|-8,526224197325998|44,4|19,27|15,3|1,5|10,03|338,845|59,389|38,131|0,015|0,042|0,027
164|2022-05-14 05:27:45,252929|22,419290999323668|-8,073553377574852|44,61|20,65|15,09|1,33|9,58|340,07|59,324|38,538|0,015|0,042|0,024
165|2022-05-14 05:27:55,799305|21,91000949674688|-7,624887120892955|44,38|19,78|14,89|0,97|8,54|341,65|60,308|38,902|0,02|0,041|0,026
166|2022-05-14 05:28:06,359644|21,398554778941264|-7,179120276225695|45,02|20,29|14,85|1,12|8,25|341,256|60,77|37,339|0,017|0,041|0,029
167|2022-05-14 05:28:16,921867|20,88556546375601|-6,736674282980684|44,61|20,63|14,73|0,84|7,74|341,854|59,839|35,815|0,014|0,041|0,028
168|2022-05-14 05:28:27,467251|20,371970951989603|-6,2981981564629494|44,86|20,79|14,58|0,76|7,2|340,731|59,915|35,405|0,018|0,041|0,025
169|2022-05-14 05:28:38,020300|19,85674300837892|-5,862666921464601|44,81|21,74|14,59|0,82|6,89|342,055|59,384|33,933|0,018|0,042|0,026
170|2022-05-14 05:28:48,573566|19,340128866089515|-5,4301561382379235|44,75|20,87|14,55|0,84|6,58|341,934|59,371|33,893|0,019|0,041|0,027
171|2022-05-14 05:28:59,127568|18,822230613514815|-5,000616837648476|44,59|19,16|14,41|0,51|6,15|341,099|59,404|32,359|0,022|0,041|0,027
172|2022-05-14 05:29:09,685050|18,30302764490885|-4,573899764926524|45,14|20,66|13,88|0,4|6,14|340,651|60,45|32,038|0,02|0,041|0,028
173|2022-05-14 05:29:20,231659|17,783114094290223|-4,150357961008244|44,7|20,19|13,59|0,69|5,47|340,067|58,401|32,304|0,018|0,042|0,028
174|2022-05-14 05:29:30,792438|17,261380878178997|-3,7289612194776214|44,38|20,15|13,48|0,74|4,82|339,816|56,315|30,254|0,019|0,041|0,027
175|2022-05-14 05:29:41,327436|16,73985552433121|-3,3112142514476703|44,41|20,27|13,38|0,69|4,23|339,933|56,706|29,557|0,017|0,041|0,026
176|2022-05-14 05:29:51,890729|16,215881199245853|-2,8948649050106465|44,82|20,99|13,45|0,71|3,44|340,037|57,665|28,333|0,014|0,041|0,027
