Counter|Date/time|Latitude|Longitude|Temperature|Humidity|MagX|MagY|MagZ|MagMod|MagModDelta|MagModDeltaMean|Pitch|Roll|Yaw|X_Acc|Y_Acc|Z_Acc||MagMod Mean|40.35
679|14/5/22 6.58|29.59524424|-38.62293495|43.95|21.94|16.42|5.89|18.14|25.17|-0.25|-15.19|330.851|44.29|50.196|0.02|0.04|0.026|||
680|14/5/22 6.58|29.11275012|-38.11029807|44.61|20.03|16.12|5.66|18.04|24.85|-0.32|-15.51|330.191|46.723|49.055|0.017|0.041|0.025|||
681|14/5/22 6.58|28.6282995|-37.60321339|44.09|20.76|15.92|5.57|17.39|24.23|-0.62|-16.13|330.901|46.873|48.722|0.02|0.041|0.026|||
682|14/5/22 6.58|28.14224431|-37.10183185|43.9|23.04|15.92|5.47|16.75|23.75|-0.48|-16.61|331.948|44.997|49.457|0.02|0.04|0.025|||
683|14/5/22 6.58|27.65296888|-36.60430536|44.01|20.88|15.82|5.33|15.98|23.11|-0.64|-17.25|331.742|44.815|49.493|0.022|0.041|0.029|||
684|14/5/22 6.58|27.16235028|-36.11236214|44.38|21.42|15.58|5.25|15.42|22.54|-0.57|-17.81|331.179|45.516|48.731|0.016|0.041|0.027|||
685|14/5/22 6.59|26.66933315|-35.62475213|44.82|20.77|15.41|5.09|14.85|22.00|-0.54|-18.36|331.094|45.432|48.28|0.017|0.042|0.026|||
686|14/5/22 6.59|26.17400784|-35.14139884|44.27|21.2|15.14|5.09|14.5|21.57|-0.43|-18.78|331.114|46.587|47.176|0.021|0.041|0.026|||
687|14/5/22 6.59|25.67702691|-34.66276408|43.99|20.57|14.83|4.99|14.03|21.02|-0.56|-19.34|329.803|44.934|48.16|0.022|0.041|0.028|||
688|14/5/22 6.59|25.17800818|-34.18830527|44.06|20.91|14.64|5.01|13.7|20.67|-0.35|-19.69|329.301|44.824|48.229|0.019|0.04|0.025|||
689|14/5/22 6.59|24.67736549|-33.71824656|44.13|21.27|14.59|4.7|13.32|20.31|-0.36|-20.05|329.26|42.232|48.653|0.021|0.041|0.026|||
690|14/5/22 6.59|24.17531314|-33.25261429|44.2|20.28|14.46|4.64|12.9|19.93|-0.38|-20.43|329.482|44.505|47.148|0.018|0.04|0.029|||
691|14/5/22 7.00|23.67148423|-32.79090144|43.88|20.9|14.25|4.88|12.43|19.53|-0.40|-20.83|329.011|43.711|47.596|0.013|0.041|0.027|||
692|14/5/22 7.00|23.16580985|-32.33289036|43.95|20.38|14.1|4.92|12.04|19.18|-0.35|-21.17|329.652|43.129|47.627|0.014|0.042|0.026|||
693|14/5/22 7.00|22.6583702|-31.87850337|44.52|21.87|14.04|4.82|11.55|18.81|-0.37|-21.55|330.399|43.619|46.759|0.014|0.04|0.028|||
694|14/5/22 7.00|22.14965242|-31.42802207|44.25|20.91|13.78|4.82|11.23|18.42|-0.39|-21.94|329.953|44.056|45.567|0.015|0.041|0.028|||
695|14/5/22 7.00|21.63919805|-30.98088976|44.7|20.87|13.56|4.71|10.59|17.84|-0.58|-22.52|329.192|45.038|44.438|0.017|0.041|0.024|||
696|14/5/22 7.01|21.12707122|-30.5370216|44.22|20.43|13.49|4.46|10.18|17.48|-0.36|-22.88|329.772|46.005|41.838|0.018|0.041|0.028|||
697|14/5/22 7.01|20.61340057|-30.09638908|44.56|21.3|13.55|4.27|9.14|16.89|-0.59|-23.46|327.073|44.985|40.757|0.013|0.042|0.027|||
698|14/5/22 7.01|20.09884958|-29.65941463|44.2|20.83|13.31|4.37|9.13|16.72|-0.17|-23.63|328.16|45.224|40.557|0.016|0.04|0.026|||
699|14/5/22 7.01|19.58322954|-29.22578934|43.93|20.42|13.18|4.32|7.94|15.98|-0.74|-24.37|328.762|45.29|40.186|0.02|0.041|0.029|||
700|14/5/22 7.01|19.06555735|-28.79455589|44.63|20.26|13.07|4.06|6.99|15.37|-0.61|-24.99|328.586|42.413|41.139|0.013|0.04|0.027|||
701|14/5/22 7.01|18.54691972|-28.3664909|44.31|22.76|12.6|3.9|7.33|15.09|-0.28|-25.27|328.523|44.877|39.448|0.015|0.04|0.026|||
702|14/5/22 7.02|18.02723083|-27.9413865|44.01|21.02|12.34|4.12|7.09|14.82|-0.27|-25.54|328.442|44.515|38.696|0.015|0.041|0.025|||
703|14/5/22 7.02|17.50664008|-27.51923068|44.18|21.77|12.34|3.47|6.41|14.33|-0.48|-26.02|328.377|44.43|36.118|0.021|0.041|0.026|||
704|14/5/22 7.02|16.9846502|-27.09949274|44.24|18.94|12.34|3.49|6|14.16|-0.17|-26.20|328.568|45.835|35.043|0.02|0.042|0.028|||
705|14/5/22 7.02|16.46138739|-26.68215322|44.24|21.44|12.39|3.53|5.38|13.96|-0.20|-26.39|327.332|46.447|31.973|0.02|0.043|0.028|||
706|14/5/22 7.02|15.93646082|-26.26678424|43.93|20.76|12.25|3.39|5.29|13.77|-0.19|-26.59|329.098|45.364|31.713|0.019|0.041|0.027|||
707|14/5/22 7.02|15.41101975|-25.85417425|44.22|20.28|12.11|3.55|4.67|13.46|-0.31|-26.90|328.157|45.732|30.513|0.021|0.041|0.027|||
708|14/5/22 7.03|14.88530674|-25.44438306|43.93|20.92|11.82|3.65|4.18|13.06|-0.40|-27.30|327.406|46.399|29.528|0.016|0.042|0.027|||
709|14/5/22 7.03|14.35867214|-25.03678011|44.82|20.83|11.73|3.61|3.51|12.76|-0.29|-27.59|328.748|47.195|28.854|0.016|0.042|0.027|||
710|14/5/22 7.03|13.8306743|-24.63091084|44.27|20.13|11.71|3.54|2.83|12.56|-0.21|-27.80|329.374|46.268|27.158|0.014|0.042|0.027|||
711|14/5/22 7.03|13.30258905|-24.22763887|44.27|20.39|11.54|3.51|2.31|12.28|-0.28|-28.07|329.459|46.6|26.74|0.016|0.039|0.022|||
712|14/5/22 7.03|12.77323526|-23.82594647|44.13|20.97|11.38|3.62|1.76|12.07|-0.21|-28.28|328.81|49.846|23.289|0.018|0.042|0.027|||
713|14/5/22 7.04|12.24370669|-23.42655079|44.68|21.21|11.4|3.66|1.34|12.05|-0.02|-28.31|329.127|47.014|21.364|0.021|0.042|0.028|||
714|14/5/22 7.04|11.71149716|-23.02745965|44.34|20.63|11.62|3.94|1.05|12.31|0.27|-28.04|328.975|46.341|18.856|0.017|0.043|0.025|||
715|14/5/22 7.04|11.1798952|-22.63103355|44.17|20.72|12.2|3.92|0.41|12.82|0.51|-27.53|329.319|46.55|18.422|0.017|0.041|0.027|||
716|14/5/22 7.04|10.64831273|-22.23671348|44.43|21.54|11.81|3.81|-0.06|12.41|-0.41|-27.95|329.397|45.218|15.698|0.016|0.041|0.023|||
717|14/5/22 7.04|10.11500511|-21.84310064|44.25|20.02|11.69|3.75|-0.76|12.30|-0.11|-28.05|328.276|46.644|13.658|0.016|0.043|0.026|||
718|14/5/22 7.04|9.581643701|-21.45132577|44.27|19.68|11.46|3.63|-0.79|12.05|-0.25|-28.31|328.719|47.291|12.469|0.015|0.041|0.025|||
719|14/5/22 7.05|9.047657066|-21.06086175|44.04|20.87|11.53|3.72|-1.75|12.24|0.19|-28.11|327.082|47.514|11.293|0.017|0.042|0.025|||
720|14/5/22 7.05|8.513559616|-20.6719793|44.36|21.11|11.47|3.52|-2.74|12.31|0.07|-28.05|326.603|46.714|7.957|0.017|0.041|0.026|||
721|14/5/22 7.05|7.978869386|-20.28422329|44.2|19.62|11.52|3.65|-2.95|12.44|0.13|-27.92|326.861|48.603|4.498|0.02|0.041|0.027|||
722|14/5/22 7.05|7.443019072|-19.89708371|44.34|20.78|11.31|4.02|-3.37|12.47|0.03|-27.89|326.389|47.905|2.95|0.014|0.042|0.026|||
723|14/5/22 7.05|6.907200704|-19.51132155|44.18|23.25|11.09|4.22|-3.84|12.47|0.00|-27.88|325.939|48.37|358.914|0.016|0.041|0.026|||
724|14/5/22 7.05|6.371283808|-19.12673967|44.25|20.11|11.1|4.11|-4.49|12.66|0.19|-27.70|325.047|47.174|357.861|0.02|0.04|0.025|||
725|14/5/22 7.06|5.83440998|-18.74262337|44.36|22.23|11.21|3.96|-4.74|12.80|0.14|-27.56|325.412|46.636|357.09|0.016|0.041|0.027|||
726|14/5/22 7.06|5.297767394|-18.35972386|43.97|20.82|11.24|4.07|-5.15|13.02|0.22|-27.34|325.259|46.897|355.757|0.017|0.041|0.028|||
727|14/5/22 7.06|4.760573083|-17.97738317|44.59|21.7|11.25|4.49|-5.94|13.49|0.47|-26.86|324.804|47.721|351.738|0.018|0.041|0.028|||
728|14/5/22 7.06|4.223700446|-17.59612432|44.22|20.38|11.18|4.67|-6.37|13.69|0.20|-26.67|324.695|48.666|350.614|0.019|0.041|0.027|||
729|14/5/22 7.06|3.685616757|-17.21476233|43.92|21.97|11.31|4.87|-6.77|14.05|0.36|-26.30|323.404|49.447|346.727|0.02|0.04|0.028|||
730|14/5/22 7.07|3.148678781|-16.83487004|44.2|20.61|11.28|4.84|-6.96|14.11|0.06|-26.24|323.437|51.847|343.743|0.013|0.041|0.029|||
731|14/5/22 7.07|2.614219774|-16.4572881|44.11|20.4|11.35|4.83|-7.62|14.50|0.39|-25.86|323.28|49.853|342.091|0.022|0.04|0.026|||
732|14/5/22 7.07|2.077418992|-16.07851484|43.83|20.64|11.46|4.81|-8.32|14.96|0.46|-25.40|322.375|50.327|339.589|0.018|0.04|0.029|||
733|14/5/22 7.07|1.541423188|-15.70067744|43.88|20.82|11.52|4.75|-8.79|15.25|0.29|-25.11|322.606|47.351|340.176|0.016|0.041|0.027|||
734|14/5/22 7.07|1.004379801|-15.32237509|44.2|21.48|11.74|4.88|-8.97|15.56|0.31|-24.80|323.532|48.321|338.756|0.017|0.042|0.025|||
735|14/5/22 7.07|0.468421437|-14.94501539|44.54|20.64|11.81|5.25|-9.36|15.96|0.40|-24.40|323.284|49.613|336.289|0.019|0.041|0.027|||
736|14/5/22 7.08|-0.067710743|-14.56761719|44.73|17.88|11.97|5.5|-9.98|16.53|0.57|-23.83|323.748|47.737|335.395|0.016|0.041|0.026|||
737|14/5/22 7.08|-0.604397517|-14.18981817|44.4|19.93|12.08|5.58|-10.26|16.80|0.28|-23.55|325.284|47.344|334.413|0.014|0.041|0.026|||
738|14/5/22 7.08|-1.140370317|-13.81241703|44.47|20.31|12.21|5.6|-10.72|17.19|0.38|-23.17|326.239|46.407|333.89|0.021|0.04|0.027|||
739|14/5/22 7.08|-1.67679015|-13.43450184|44.91|20.33|12.1|5.82|-11.08|17.41|0.22|-22.95|326.133|46.331|333.807|0.015|0.041|0.028|||
740|14/5/22 7.08|-2.212654093|-13.0566847|44.22|21.06|12.23|5.99|-11.41|17.77|0.36|-22.59|326.576|45.812|333.488|0.019|0.04|0.027|||
741|14/5/22 7.08|-2.748455536|-12.67852343|44.34|20.84|12.2|6.18|-11.4|17.80|0.04|-22.55|327.717|46.842|331.469|0.015|0.042|0.026|||
742|14/5/22 7.09|-3.283437576|-12.30045831|44.18|20.9|12.36|6.41|-11.15|17.84|0.03|-22.52|328.409|49.219|328.379|0.019|0.04|0.026|||
743|14/5/22 7.09|-3.818958736|-11.92143422|44.66|20.95|12.48|6.81|-11.79|18.47|0.63|-21.89|328.802|49.406|326.5|0.016|0.041|0.026|||
744|14/5/22 7.09|-4.353875288|-11.54216483|44.17|21.87|12.62|6.62|-12.32|18.84|0.37|-21.52|329.829|48.145|325.778|0.02|0.042|0.027|||
745|14/5/22 7.09|-4.889181001|-11.16184922|44.68|21.73|12.9|7|-12.54|19.30|0.47|-21.05|330.148|48.597|324.588|0.015|0.04|0.025|||
746|14/5/22 7.09|-5.42303068|-10.78170357|43.92|21.66|12.89|7|-13.12|19.68|0.38|-20.68|330.201|48.311|323.426|0.013|0.042|0.026|||
747|14/5/22 7.10|-5.956850483|-10.40061814|44.17|21.04|12.92|7.08|-13.61|20.06|0.38|-20.30|328.653|49.679|321.584|0.016|0.042|0.028|||
748|14/5/22 7.10|-6.490532601|-10.01857163|44.27|20.74|12.93|6.65|-14.16|20.30|0.24|-20.06|328.462|50.784|318.879|0.019|0.04|0.026|||
749|14/5/22 7.10|-7.023614523|-9.635797718|43.92|20.69|13.04|7.06|-14.43|20.69|0.40|-19.66|328.084|49.693|318.323|0.017|0.042|0.024|||
750|14/5/22 7.10|-7.556110967|-9.252189096|44.82|21.12|13.23|7.68|-14.68|21.20|0.51|-19.15|328.437|47.846|318.985|0.012|0.041|0.027|||
751|14/5/22 7.10|-8.088455703|-8.867334101|44.25|20.97|13.38|8.1|-14.83|21.55|0.35|-18.80|328.551|46.513|318.124|0.016|0.041|0.027|||
752|14/5/22 7.10|-8.620352971|-8.481345781|44.17|21.05|13.52|8.02|-15.44|22.03|0.48|-18.32|328.289|47.219|316.98|0.019|0.042|0.027|||
753|14/5/22 7.11|-9.151154806|-8.094596486|43.99|21.58|13.44|8.12|-15.52|22.08|0.04|-18.28|326.951|48.78|314.963|0.022|0.041|0.027|||
754|14/5/22 7.11|-9.681587964|-7.706457531|44.27|21.37|13.49|8.39|-15.81|22.41|0.33|-17.94|327.476|49.079|314.728|0.017|0.041|0.025|||
755|14/5/22 7.11|-10.21171533|-7.316778854|44.22|19.6|13.84|8.46|-16.58|23.20|0.78|-17.16|327.83|50.459|314.168|0.014|0.043|0.026|||
756|14/5/22 7.11|-10.74074586|-6.92604021|44.88|21.1|13.78|8.9|-16.74|23.44|0.24|-16.92|328.089|50.209|313.27|0.016|0.042|0.027|||
757|14/5/22 7.11|-11.26904592|-6.533870306|44.24|21.98|14|8.95|-16.7|23.56|0.12|-16.80|328.681|49.332|311.5|0.018|0.041|0.026|||
758|14/5/22 7.11|-11.79634522|-6.140367459|44.82|20.97|14.17|8.75|-16.88|23.71|0.15|-16.64|328.125|50.273|309.48|0.019|0.042|0.026|||
759|14/5/22 7.12|-12.32398466|-5.744420585|43.93|21.06|14.39|8.83|-17.15|24.07|0.35|-16.29|328.333|50.219|308.373|0.018|0.041|0.026|||
760|14/5/22 7.12|-12.84981273|-5.347537219|44.2|20.86|14.43|8.87|-17.42|24.30|0.23|-16.06|329.343|53.322|306.702|0.02|0.041|0.027|||
761|14/5/22 7.12|-13.37510225|-4.94865374|44.41|21.92|14.52|9.05|-17.57|24.52|0.23|-15.83|328.274|53.544|306.328|0.018|0.041|0.026|||
762|14/5/22 7.12|-13.89858427|-4.548629689|44.24|21.43|14.85|9.4|-17.95|25.12|0.60|-15.23|328.097|52.657|305.905|0.018|0.042|0.026|||
763|14/5/22 7.12|-14.4220133|-4.146014984|43.95|20.42|15.08|9.83|-17.82|25.33|0.21|-15.03|329.105|52.629|305.986|0.016|0.041|0.025|||
764|14/5/22 7.12|-14.94452769|-3.741354302|43.9|21.25|15.18|10.03|-17.68|25.37|0.04|-14.99|328.71|51.205|305.289|0.018|0.041|0.026|||
765|14/5/22 7.13|-15.46596585|-3.334660426|43.95|20.08|15.1|9.97|-17.78|25.37|0.00|-14.99|328.088|51.331|305.008|0.02|0.041|0.027|||
766|14/5/22 7.13|-15.98649695|-2.925686868|44.72|21.46|15.23|10|-18.2|25.75|0.38|-14.60|329.254|50.895|304.267|0.013|0.04|0.029|||
767|14/5/22 7.13|-16.50570804|-2.51464352|44.45|20.97|15.54|10.09|-18.43|26.13|0.38|-14.22|330.945|49.912|305.382|0.019|0.041|0.026|||
768|14/5/22 7.13|-17.02371812|-2.101322064|44.24|19.69|15.73|10.46|-18.68|26.57|0.43|-13.79|331.653|49.471|305.754|0.022|0.039|0.028|||
769|14/5/22 7.13|-17.54131246|-1.684970824|44.08|21.08|15.73|10.87|-18.49|26.60|0.03|-13.76|331.924|49.124|305.079|0.02|0.041|0.028|||
770|14/5/22 7.14|-18.05716444|-1.266534439|44.2|20.96|15.77|11.03|-18.54|26.72|0.12|-13.63|331.806|48.317|304.222|0.016|0.041|0.029|||
771|14/5/22 7.14|-18.57154429|-0.845679397|44.25|20.89|15.81|11.02|-18.93|27.01|0.29|-13.34|332.036|46.005|305.018|0.016|0.041|0.025|||
772|14/5/22 7.14|-19.08532528|-0.421562226|44.7|20.49|16.08|11.18|-19.19|27.42|0.41|-12.94|333.318|46.387|304.219|0.02|0.041|0.027|||
773|14/5/22 7.14|-19.59794291|0.00548672|44.17|21.02|16.62|11.45|-18.99|27.71|0.29|-12.64|333.297|45.076|304.052|0.016|0.042|0.026|||
774|14/5/22 7.14|-20.10968166|0.435840573|43.95|20.7|16.79|11.61|-18.8|27.75|0.04|-12.60|332.977|45.311|302.239|0.015|0.042|0.026|||
775|14/5/22 7.14|-20.61929521|0.868579097|44.45|21.13|16.84|11.59|-19.07|27.96|0.21|-12.40|332.869|42.715|301.778|0.015|0.041|0.027|||
776|14/5/22 7.15|-21.12726453|1.304232083|44.2|18.84|16.9|11.63|-19.12|28.04|0.09|-12.31|332.611|43.585|300.953|0.015|0.042|0.026|||
777|14/5/22 7.15|-21.63407448|1.743352032|44.25|20.75|17.12|11.73|-18.98|28.12|0.08|-12.23|333.218|42.282|301.707|0.021|0.04|0.025|||
778|14/5/22 7.15|-22.13921309|2.185635226|44.09|20.46|16.89|11.94|-18.99|28.08|-0.04|-12.28|332.028|42.4|301.768|0.017|0.04|0.025|||
779|14/5/22 7.15|-22.64354929|2.631991459|44.4|21.59|16.94|11.97|-18.96|28.10|0.02|-12.25|331.301|43.294|301.043|0.02|0.041|0.028|||
780|14/5/22 7.15|-23.14700829|3.082519621|43.95|19.89|17.19|11.83|-19.11|28.30|0.19|-12.06|331.558|44.066|300.498|0.02|0.04|0.026|||
781|14/5/22 7.15|-23.64762969|3.535604876|44.29|20.31|16.43|12.05|-19.21|28.00|-0.29|-12.35|330.471|43.741|300.945|0.016|0.042|0.026|||
782|14/5/22 7.16|-24.14661611|3.992467258|44.04|19.03|16.92|12.21|-19.16|28.33|0.32|-12.03|329.973|43.38|300.801|0.016|0.042|0.025|||
783|14/5/22 7.16|-24.64345895|4.452787026|44.2|20.19|17.27|12.61|-19.17|28.72|0.39|-11.64|331.258|43.006|301.168|0.016|0.042|0.028|||
784|14/5/22 7.16|-25.13982364|4.918277196|44.33|20.45|17.41|12.92|-19.09|28.89|0.17|-11.47|331.844|42.69|301.3|0.015|0.043|0.025|||
785|14/5/22 7.16|-25.63356534|5.387093299|44.75|19.32|17.73|12.87|-19.02|29.01|0.13|-11.34|332.951|42.529|300.982|0.019|0.04|0.026|||
786|14/5/22 7.16|-26.12544742|5.860108071|43.97|20.73|17.98|12.76|-19|29.10|0.09|-11.25|333.473|43.843|300.77|0.02|0.041|0.026|||
787|14/5/22 7.16|-26.61539854|6.337417934|43.93|21.83|18.07|12.6|-18.94|29.05|-0.05|-11.30|334.912|43.12|302.22|0.016|0.041|0.027|||
788|14/5/22 7.17|-27.10338513|6.819158681|44.17|19.9|18.12|12.74|-18.92|29.13|0.08|-11.22|334.379|42.744|303.766|0.017|0.041|0.026|||
789|14/5/22 7.17|-27.58899135|7.305084785|44.17|19.33|18.04|12.92|-18.72|29.03|-0.10|-11.32|333|43.511|303.455|0.017|0.042|0.026|||
790|14/5/22 7.17|-28.07306504|7.796224361|44.7|19.54|17.97|13.01|-18.69|29.01|-0.02|-11.35|333.455|45.738|303.789|0.016|0.04|0.026|||
791|14/5/22 7.17|-28.55448585|8.291620614|44.18|21.92|18.28|12.81|-18.79|29.18|0.17|-11.18|332.756|44.931|303.023|0.015|0.041|0.025|||
792|14/5/22 7.17|-29.03385466|8.792066904|43.88|21.92|18.22|12.95|-18.94|29.30|0.12|-11.06|332.418|44.477|303.383|0.015|0.041|0.026|||
793|14/5/22 7.18|-29.50992415|9.296426867|44.11|21.2|18.04|13.12|-18.94|29.26|-0.04|-11.09|332.009|43.1|304.268|0.02|0.041|0.027|||
794|14/5/22 7.18|-29.9850902|9.807438299|44.24|19.98|18.17|13.08|-18.82|29.25|-0.01|-11.11|331.855|43.348|304.565|0.017|0.041|0.027|||
795|14/5/22 7.18|-30.45869991|10.32464926|44.52|21.62|18.27|13.19|-19.08|29.53|0.28|-10.83|330.923|44.24|303.035|0.019|0.04|0.026|||
796|14/5/22 7.18|-30.92946874|10.84686859|44.17|21.26|18.11|13.14|-18.81|29.23|-0.30|-11.12|329.939|44.021|302.102|0.017|0.041|0.027|||
797|14/5/22 7.18|-31.39652455|11.37329155|44.77|20.96|18.04|12.98|-18.65|29.01|-0.22|-11.34|329.216|45.508|301.368|0.018|0.041|0.027|||
798|14/5/22 7.18|-31.86091813|11.90527583|44.22|21.05|18.14|12.76|-18.64|28.97|-0.04|-11.38|328.945|45.73|301.983|0.017|0.041|0.026|||
799|14/5/22 7.19|-32.32309464|12.44355342|43.9|21.28|18.17|12.67|-18.84|29.08|0.11|-11.28|329.59|45.683|301.719|0.022|0.04|0.029|||
800|14/5/22 7.19|-32.78269234|12.98793689|43.85|21.59|18.09|12.74|-19.04|29.19|0.11|-11.16|330.423|47.634|301.486|0.015|0.043|0.025|||
801|14/5/22 7.19|-33.23964024|13.53857322|44.18|20.93|18.19|12.78|-18.67|29.03|-0.16|-11.32|332.432|48.305|302.49|0.017|0.04|0.028|||
802|14/5/22 7.19|-33.69273166|14.09420854|44.63|19.45|18.27|12.61|-18.6|28.96|-0.07|-11.39|332.108|50.247|301.347|0.018|0.042|0.027|||
803|14/5/22 7.19|-34.14410769|14.65770862|43.97|22.66|18.35|12.68|-18.58|29.03|0.07|-11.33|332.044|50.442|299.578|0.021|0.04|0.025|||
804|14/5/22 7.19|-34.59197658|15.22709866|43.88|20.91|18.36|12.83|-18.54|29.08|0.05|-11.28|331.363|52.081|300.499|0.016|0.042|0.029|||
805|14/5/22 7.20|-35.03674975|15.80312791|44.52|21.56|18.41|12.95|-18.66|29.24|0.16|-11.12|330.747|49.386|300.259|0.016|0.041|0.028|||
806|14/5/22 7.20|-35.47822013|16.3857719|44.17|20.98|18.43|13.1|-18.11|28.97|-0.27|-11.39|332.487|48.492|300.542|0.021|0.041|0.027|||
807|14/5/22 7.20|-35.9161063|16.97489561|44.25|20.83|18.15|12.75|-18.33|28.77|-0.20|-11.58|333.733|47.208|301.56|0.017|0.041|0.025|||
808|14/5/22 7.20|-36.35072271|17.57117112|44.27|20.88|18.18|12.47|-18.66|28.88|0.11|-11.47|333.102|46.903|301.201|0.02|0.04|0.025|||
809|14/5/22 7.20|-36.78235666|18.17527861|43.97|20.61|17.85|12.68|-18.84|28.89|0.00|-11.47|332.345|47.554|300.777|0.016|0.041|0.027|||
810|14/5/22 7.21|-37.2099036|18.78593767|44.81|20.92|17.67|12.78|-19.09|28.98|0.10|-11.37|331.169|49.893|300.845|0.016|0.042|0.026|||
811|14/5/22 7.21|-37.63328995|19.40327004|43.9|20.88|17.52|12.93|-19.42|29.18|0.19|-11.18|330.734|48.367|300.623|0.017|0.041|0.029|||
812|14/5/22 7.21|-38.05295885|20.02817691|44.13|21.02|17.35|12.7|-19.27|28.87|-0.30|-11.48|330.151|47.225|300.622|0.015|0.04|0.028|||
813|14/5/22 7.21|-38.46914622|20.66131042|43.9|19.91|17.19|12.59|-19.44|28.84|-0.03|-11.51|331.53|47.025|301.099|0.019|0.041|0.025|||
814|14/5/22 7.21|-38.88119698|21.30197054|44.68|20.76|17.01|12.68|-19.56|28.86|0.01|-11.50|331.357|46.552|300.61|0.013|0.04|0.026|||
815|14/5/22 7.21|-39.28933592|21.95079812|44.09|21.08|17.03|12.71|-19.41|28.78|-0.08|-11.57|331.323|46.806|299.293|0.02|0.041|0.025|||
816|14/5/22 7.22|-39.69349929|22.60800859|44.13|21.28|16.93|12.76|-19.09|28.53|-0.25|-11.83|331.833|48.276|299.361|0.022|0.042|0.029|||
817|14/5/22 7.22|-40.09315235|23.2730341|44.08|20.71|16.82|12.65|-19.01|28.36|-0.17|-11.99|330.388|48.704|298.448|0.015|0.041|0.025|||
818|14/5/22 7.22|-40.48829913|23.9461702|43.81|20.9|16.64|12.62|-19.24|28.40|0.04|-11.96|330.668|47.827|297.216|0.019|0.041|0.026|||
819|14/5/22 7.22|-40.87897046|24.62777782|44.13|20.91|16.63|12.46|-19.03|28.18|-0.22|-12.18|329.579|47.393|297.169|0.018|0.041|0.027|||
820|14/5/22 7.22|-41.26472057|25.31738018|44.18|21.85|16.39|12.14|-19.46|28.19|0.01|-12.16|328.837|47.419|297.283|0.02|0.041|0.026|||
821|14/5/22 7.22|-41.64561359|26.0153868|43.83|20.75|16.19|12.25|-19.59|28.21|0.02|-12.14|328.659|44.184|297.959|0.016|0.041|0.027|||
822|14/5/22 7.23|-42.02171346|26.72223799|44.13|20.8|16.12|12.19|-19.83|28.31|0.10|-12.04|327.566|43.31|298.779|0.018|0.041|0.027|||
823|14/5/22 7.23|-42.39260378|27.43747026|43.93|21.11|16.05|12.03|-20.18|28.45|0.14|-11.90|326.948|43.889|298.318|0.018|0.042|0.027|||
824|14/5/22 7.23|-42.75848476|28.16179522|44.09|18.25|16.04|11.93|-20.7|28.78|0.32|-11.58|326.058|45.018|296.818|0.02|0.041|0.026|||
825|14/5/22 7.23|-43.11890625|28.89465024|43.95|20.64|16|11.87|-20.56|28.63|-0.15|-11.73|325.44|45.09|297.783|0.021|0.04|0.025|||
826|14/5/22 7.23|-43.47397217|29.63657115|44.09|21.02|15.91|11.99|-20.83|28.82|0.19|-11.53|323.852|43.76|298.672|0.021|0.041|0.026|||
827|14/5/22 7.23|-43.82386652|30.38831758|44.75|21.17|15.83|11.93|-21.08|28.94|0.11|-11.42|323.355|43.088|299.056|0.017|0.042|0.027|||
828|14/5/22 7.24|-44.16812066|31.14926166|43.85|19.68|15.71|11.84|-21.06|28.82|-0.12|-11.54|322.553|42.933|297.242|0.014|0.041|0.026|||
829|14/5/22 7.24|-44.50643955|31.9190883|44.11|20.64|15.63|11.74|-20.97|28.67|-0.15|-11.69|322.59|42.041|297.547|0.014|0.042|0.026|||
830|14/5/22 7.24|-44.83900079|32.69855622|44.56|21.01|15.3|11.63|-20.66|28.22|-0.45|-12.14|322.594|42.299|297.19|0.02|0.041|0.027|||
831|14/5/22 7.24|-45.1663634|33.48944266|43.83|23.14|15.16|11.52|-21.15|28.46|0.24|-11.90|321.752|43.473|296.723|0.019|0.041|0.025|||
832|14/5/22 7.24|-45.48737252|34.28939972|44.47|21.15|15.19|11.29|-21.25|28.46|0.00|-11.90|321.036|44.484|296.119|0.02|0.041|0.024|||
833|14/5/22 7.25|-45.80116784|35.09652825|44.15|20.6|14.88|11.06|-21.55|28.43|-0.03|-11.93|320.732|44.703|296.364|0.02|0.04|0.029|||
834|14/5/22 7.25|-46.10808581|35.91189752|44.04|20.87|14.75|10.97|-21.69|28.43|0.00|-11.92|318.943|42.571|296.223|0.015|0.041|0.027|||
835|14/5/22 7.25|-46.40875458|36.73753047|44.54|20.99|14.9|10.94|-21.76|28.55|0.12|-11.80|318.494|43.113|296.653|0.02|0.041|0.027|||
836|14/5/22 7.25|-46.70263192|37.57234172|44.5|19.98|15.02|11.01|-22.31|29.06|0.51|-11.29|318.962|42.448|297.39|0.02|0.042|0.025|||
837|14/5/22 7.25|-46.99007388|38.41776786|44.04|20.69|14.87|10.79|-22.62|29.14|0.08|-11.21|318.919|40.948|296.583|0.019|0.041|0.028|||
838|14/5/22 7.25|-47.27024155|39.27173903|44.04|20.67|14.71|10.73|-23.12|29.43|0.29|-10.93|317.631|40.303|296.334|0.015|0.041|0.028|||
839|14/5/22 7.26|-47.54345886|40.13560703|43.83|21.6|14.38|10.79|-23.39|29.50|0.07|-10.85|318.634|41.072|296.452|0.015|0.042|0.029|||
840|14/5/22 7.26|-47.81090917|41.01380562|44.2|18.49|14.17|10.9|-23.34|29.40|-0.10|-10.95|319.428|40.502|297.09|0.017|0.041|0.024|||
